#id1,id2,weight
London,BDG,1
London,UNIV,1
London,THTR,1
London,CMTY,1
London,MUS,1
London,MTRO,1
London,RUIN,1
London,SWT,1
London,STDM,1
London,LIBR,1
London,RECG,1
London,GRVE,1
London,MNMT,1
London,PPL,1
London,RGN,1
London,AIRH,1
London,HBR,1
Victoria,RSTN,1
Victoria,PPLX,1
Victoria,HSP,1
Victoria,HTL,1
Victoria,MUS,1
Victoria,THTR,1
Victoria,PPL,1
Victoria,MTRO,1
Victoria,ST,1
Victoria,PRKGT,1
Victoria,SQR,1
station,RSTN,1
Upton,RSTN,1
Upton,HSP,1
Upton,PPLX,1
Upton,MTRO,1
Upper,PPLX,1
Upper,RSTN,1
Upper,PPL,1
Holloway,RSTN,1
Holloway,PPLX,1
Holloway,MTRO,1
Clapton,PPLX,1
Clapton,PRK,1
Clapton,RSTN,1
Clapton,PPL,1
Twickenham,PPLA3,1
Twickenham,BDG,1
Twickenham,CTRB,1
Twickenham,AREA,1
Twickenham,RSTN,1
Tower,ADM3,1
Tower,BDG,1
Tower,CSTL,1
Tower,HTL,1
Tower,BLDG,1
Tower,MTRO,1
Tower,TOWR,1
Tower,RUIN,1
Tower,PPL,1
Hamlets,ADM3,1
Hamlets,PPL,1
Bridge,BDG,1
Bridge,RSTN,1
Bridge,HTL,1
Bridge,MTRO,1
Bridge,STDM,1
Bridge,TOWR,1
Bridge,RJCT,1
Totteridge,PPL,1
Totteridge,MTRO,1
Tottenham,PPL,1
Tottenham,PPLX,1
Tottenham,RSTN,1
Tottenham,MTRO,1
Thornton,PPL,1
Thornton,RSTN,1
Heath,PPL,1
Heath,PRK,1
Heath,HSP,1
Heath,PPLX,1
Heath,RSTN,1
Heath,ATHF,1
Heath,HTH,1
The,PPL,1
The,ST,1
The,CSTL,1
The,STDM,1
The,HSP,1
The,HTL,1
The,CH,1
The,RD,1
The,PPLX,1
The,STMSB,1
The,ARCHV,1
The,BLDG,1
The,MDW,1
The,PRK,1
The,OBPT,1
The,PND,1
The,SCH,1
The,BLDO,1
The,REST,1
The,MFGB,1
Hyde,PPL,1
Hyde,PRK,1
Hyde,HTL,1
Hyde,MTRO,1
Hyde,AIRH,1
Thames,LOCK,1
Thames,ADM3,1
Thames,PPLA3,1
Thames,ST,1
Thames,STM,1
Thames,HTL,1
Tidal,LOCK,1
Barrier,LOCK,1
Teddington,PPL,1
Teddington,HSP,1
Teddington,BDG,1
Teddington,RSTN,1
Syon,RSTN,1
Syon,EST,1
Syon,HTL,1
Lane,RSTN,1
Lane,STDM,1
Lane,HTL,1
Lane,THTR,1
Lane,MTRO,1
Lane,ST,1
Lane,PPLX,1
Lane,RYD,1
Lane,PS,1
Sydenham,RSTN,1
Sydenham,PPLX,1
Sydenham,TNLRR,1
Sudbury,PPL,1
Sudbury,RSTN,1
Sudbury,MTRO,1
Streatham,PPL,1
Streatham,RSTN,1
Streatham,RD,1
Strawberry,PPL,1
Strawberry,RSTN,1
Strawberry,MUS,1
Stratford,PPL,1
Stratford,MALL,1
Stratford,MTRO,1
Stratford,RSTN,1
Stratford,HTL,1
Stratford,HSTS,1
Stone,RDA,1
Grove,RDA,1
Grove,RSTN,1
Grove,MTRO,1
Grove,TNLRR,1
Grove,PPLX,1
Grove,HTL,1
Grove,REST,1
Stoke,PPLX,1
Stoke,RSTN,1
Newington,PPLX,1
Newington,RSTN,1
Stepney,PPL,1
Stepney,MTRO,1
Stepney,FRM,1
Stanmore,PPL,1
Stanmore,PRSH,1
Stanmore,MTRO,1
Spitalfields,PPLX,1
Southwark,PPLX,1
Southwark,ADM3,1
Southwark,HTL,1
Southwark,BDG,1
Southwark,CTHSE,1
Southwark,MTRO,1
South,PPLX,1
South,MTRO,1
South,HSP,1
South,HTL,1
South,PPL,1
South,RSTN,1
South,BLDG,1
South,RJCT,1
Southgate,PPL,1
Southgate,RSTN,1
Southgate,MTRO,1
